customer_id,subscription_start,subscription_end,plan_type,plan_price
8112,2/8/2021,,Standard,799
8113,7/12/2022,,Standard,799
8114,5/13/2023,12/20/2024,Basic,499
8115,6/4/2021,,Basic,499
8116,12/10/2021,10/16/2023,Basic,499
8117,5/6/2021,,Basic,499
8118,12/17/2022,,Standard,799
8119,1/25/2021,10/7/2021,Basic,499
8120,4/21/2023,,Basic,499
8121,11/15/2022,,Standard,799
8122,10/1/2022,7/30/2023,Premium,1199
8123,6/26/2023,,Basic,499
8124,6/25/2023,,Standard,799
8125,2/1/2022,10/26/2023,Basic,499
8126,6/3/2022,,Basic,499
8127,7/31/2022,,Standard,799
8128,4/17/2021,6/6/2022,Premium,1199
8129,1/12/2022,,Premium,1199
8130,3/21/2023,,Basic,499
8131,2/17/2021,4/25/2022,Premium,1199
8132,7/19/2021,,Standard,799
8133,5/20/2022,1/6/2023,Standard,799
8134,7/8/2021,6/23/2023,Basic,499
8135,1/25/2023,,Standard,799
8136,5/22/2021,,Premium,1199
8137,4/26/2022,,Basic,499
8138,3/7/2023,2/4/2024,Standard,799
8139,2/11/2022,,Standard,799
8140,9/9/2022,,Standard,799
8141,10/17/2021,,Basic,499
8142,9/20/2023,,Standard,799
8143,1/16/2023,,Basic,499
8144,6/4/2022,,Basic,499
8145,6/16/2022,,Basic,499
8146,1/29/2022,,Basic,499
8147,8/12/2021,,Premium,1199
8148,9/2/2022,,Standard,799
8149,9/19/2023,,Basic,499
8150,5/4/2021,8/27/2022,Standard,799
8151,6/30/2023,,Standard,799
8152,8/25/2023,,Basic,499
8153,8/25/2021,,Standard,799
8154,6/29/2021,,Standard,799
8155,3/20/2022,,Basic,499
8156,4/26/2022,6/1/2023,Standard,799
8157,6/10/2021,,Basic,499
8158,5/24/2021,4/10/2022,Basic,499
8159,8/14/2022,,Standard,799
8160,11/11/2021,,Standard,799
8161,4/4/2021,,Standard,799
8162,11/28/2021,,Standard,799
8163,3/4/2021,,Standard,799
8164,7/1/2021,,Premium,1199
8165,9/20/2021,,Standard,799
8166,7/8/2021,,Basic,499
8167,1/3/2023,,Premium,1199
8168,9/23/2023,,Basic,499
8169,2/13/2021,,Premium,1199
8170,6/14/2021,12/13/2021,Standard,799
8171,4/15/2021,,Basic,499
8172,11/23/2021,,Standard,799
8173,2/9/2022,,Standard,799
8174,5/25/2021,3/2/2022,Standard,799
8175,1/29/2022,,Premium,1199
8176,3/28/2023,,Basic,499
8177,6/5/2022,,Standard,799
8178,5/23/2023,,Premium,1199
8179,3/24/2023,2/6/2024,Standard,799
8180,6/9/2021,1/2/2023,Standard,799
8181,5/20/2023,,Standard,799
8182,5/20/2021,,Basic,499
8183,8/27/2023,,Premium,1199
8184,9/12/2021,8/20/2022,Standard,799
8185,1/17/2022,,Standard,799
8186,3/26/2022,,Basic,499
8187,3/17/2023,11/14/2024,Standard,799
8188,6/14/2021,,Basic,499
8189,4/27/2021,11/6/2021,Basic,499
8190,7/12/2023,,Basic,499
8191,4/2/2022,,Standard,799
8192,11/13/2022,7/1/2024,Standard,799
8193,7/1/2023,11/12/2024,Basic,499
8194,12/20/2021,,Basic,499
8195,9/16/2023,,Premium,1199
8196,9/18/2023,,Basic,499
8197,10/5/2022,,Basic,499
8198,9/5/2023,,Standard,799
8199,9/10/2023,,Standard,799
8200,8/8/2022,,Basic,499
8201,5/29/2022,12/26/2023,Basic,499
8202,5/21/2021,,Standard,799
8203,1/19/2022,,Standard,799
8204,4/5/2021,10/1/2022,Premium,1199
8205,4/6/2023,12/4/2024,Standard,799
8206,6/6/2022,,Premium,1199
8207,11/17/2021,,Standard,799
8208,8/12/2022,,Premium,1199
8209,1/25/2023,,Standard,799
8210,8/18/2023,,Basic,499
8211,8/9/2021,,Standard,799
8212,9/5/2021,4/6/2022,Premium,1199
8213,12/19/2022,8/30/2024,Premium,1199
8214,5/11/2021,,Standard,799
8215,5/19/2023,5/14/2024,Standard,799
8216,4/23/2022,,Standard,799
8217,2/12/2022,4/26/2023,Basic,499
8218,4/1/2021,,Standard,799
8219,6/25/2022,5/3/2024,Premium,1199
8220,2/24/2022,,Standard,799
8221,10/4/2022,,Standard,799
8222,9/17/2023,,Basic,499
8223,11/25/2022,6/28/2023,Standard,799
8224,6/13/2022,,Basic,499
8225,6/30/2023,4/24/2025,Basic,499
8226,5/17/2021,5/10/2022,Premium,1199
8227,9/1/2022,4/25/2024,Standard,799
8228,2/9/2023,,Standard,799
8229,8/12/2021,,Standard,799
8230,5/29/2023,,Premium,1199
8231,3/1/2021,,Standard,799
8232,2/14/2022,,Premium,1199
8233,7/26/2023,,Standard,799
8234,3/10/2023,2/16/2025,Standard,799
8235,3/28/2021,11/5/2021,Basic,499
8236,3/6/2022,8/14/2023,Standard,799
8237,6/15/2022,,Basic,499
8238,2/2/2022,,Basic,499
8239,6/5/2021,,Basic,499
8240,1/1/2023,12/17/2023,Premium,1199
8241,2/18/2022,11/4/2022,Premium,1199
8242,7/24/2022,,Standard,799
8243,4/1/2022,,Basic,499
8244,2/2/2023,,Standard,799
8245,4/9/2023,3/2/2024,Basic,499
8246,1/30/2022,12/25/2022,Standard,799
8247,4/26/2021,,Basic,499
8248,3/10/2021,1/29/2023,Premium,1199
8249,5/5/2022,,Basic,499
8250,11/28/2022,6/13/2024,Standard,799
8251,8/4/2021,,Standard,799
8252,9/11/2022,,Basic,499
8253,5/25/2023,,Basic,499
8254,8/4/2023,,Premium,1199
8255,5/27/2021,,Standard,799
8256,7/17/2023,,Premium,1199
8257,9/5/2023,,Basic,499
8258,11/10/2022,,Standard,799
8259,9/23/2022,,Premium,1199
8260,2/22/2021,,Basic,499
8261,3/26/2023,3/16/2024,Standard,799
8262,5/8/2023,1/16/2024,Premium,1199
8263,1/12/2023,,Basic,499
8264,1/15/2022,3/19/2023,Standard,799
8265,3/20/2021,6/19/2022,Basic,499
8266,7/28/2023,3/2/2024,Basic,499
8267,7/29/2022,1/10/2024,Basic,499
8268,9/24/2022,,Basic,499
8269,7/13/2021,,Basic,499
8270,5/26/2023,,Standard,799
8271,3/8/2022,,Basic,499
8272,3/25/2021,6/2/2022,Basic,499
8273,11/25/2022,,Standard,799
8274,1/7/2023,11/5/2024,Standard,799
8275,9/1/2021,8/18/2022,Basic,499
8276,3/4/2022,,Standard,799
8277,12/9/2021,,Basic,499
8278,8/24/2021,8/8/2023,Standard,799
8279,1/23/2021,,Premium,1199
8280,3/22/2022,10/24/2023,Basic,499
8281,11/15/2021,,Standard,799
8282,12/27/2021,,Premium,1199
8283,1/25/2022,,Standard,799
8284,10/22/2022,,Basic,499
8285,9/15/2021,,Basic,499
8286,1/22/2021,7/25/2021,Basic,499
8287,1/10/2021,,Standard,799
8288,7/20/2022,,Standard,799
8289,2/8/2023,,Basic,499
8290,6/24/2021,,Basic,499
8291,3/13/2022,,Standard,799
8292,7/15/2023,8/16/2024,Basic,499
8293,1/13/2021,,Standard,799
8294,8/6/2021,,Standard,799
8295,1/2/2022,,Basic,499
8296,9/20/2023,8/2/2024,Basic,499
8297,8/24/2022,,Premium,1199
8298,5/25/2023,,Standard,799
8299,2/23/2021,,Standard,799
8300,1/14/2021,,Basic,499
8301,2/3/2021,4/16/2022,Standard,799
8302,5/14/2021,,Standard,799
8303,4/16/2021,,Standard,799
8304,6/2/2021,2/18/2022,Basic,499
8305,9/2/2023,,Standard,799
8306,10/24/2021,,Standard,799
8307,6/1/2022,,Standard,799
8308,7/10/2023,,Standard,799
8309,11/18/2021,,Premium,1199
8310,2/1/2022,7/16/2023,Premium,1199
8311,12/9/2022,,Basic,499
8312,10/10/2022,,Basic,499
8313,8/30/2023,,Standard,799
8314,7/11/2022,,Standard,799
8315,11/24/2021,,Basic,499
8316,6/7/2023,,Basic,499
8317,6/23/2023,,Standard,799
8318,6/30/2023,4/3/2024,Premium,1199
8319,7/17/2022,,Basic,499
8320,7/24/2023,,Standard,799
8321,1/8/2022,2/11/2023,Premium,1199
8322,1/20/2023,10/26/2024,Standard,799
8323,11/6/2022,4/15/2024,Basic,499
8324,3/23/2022,8/15/2023,Premium,1199
8325,11/10/2021,,Premium,1199
8326,4/14/2021,,Standard,799
8327,4/20/2021,,Standard,799
8328,1/28/2023,12/11/2023,Basic,499
8329,7/9/2022,,Standard,799
8330,4/16/2021,,Standard,799
8331,8/28/2021,,Basic,499
8332,1/6/2022,,Standard,799
8333,10/17/2021,7/28/2023,Premium,1199
8334,6/28/2022,,Basic,499
8335,7/9/2023,,Basic,499
8336,1/24/2022,6/21/2023,Basic,499
8337,9/21/2023,4/1/2025,Premium,1199
8338,1/11/2022,6/4/2023,Basic,499
8339,4/29/2022,11/15/2023,Basic,499
8340,10/16/2021,,Basic,499
8341,8/30/2023,,Standard,799
8342,11/14/2021,,Basic,499
8343,7/27/2021,,Basic,499
8344,9/25/2021,,Premium,1199
8345,9/25/2022,,Basic,499
8346,7/15/2023,6/22/2025,Standard,799
8347,6/14/2023,,Standard,799
8348,9/4/2022,,Standard,799
8349,9/2/2021,,Basic,499
8350,8/16/2021,,Basic,499
8351,11/19/2021,,Basic,499
8352,6/28/2021,,Standard,799
8353,7/26/2021,,Basic,499
8354,10/27/2021,,Standard,799
8355,5/31/2022,,Standard,799
8356,8/19/2021,,Standard,799
8357,9/9/2021,5/7/2022,Basic,499
8358,9/11/2022,,Basic,499
8359,7/23/2023,7/17/2024,Basic,499
8360,6/4/2021,5/19/2022,Basic,499
8361,2/14/2021,2/8/2023,Basic,499
8362,1/4/2022,,Basic,499
8363,2/13/2021,,Standard,799
8364,1/16/2023,,Basic,499
8365,1/18/2021,,Premium,1199
8366,8/28/2021,,Basic,499
8367,10/2/2021,,Standard,799
8368,5/6/2022,,Standard,799
8369,12/23/2021,3/15/2023,Standard,799
8370,10/19/2021,,Standard,799
8371,9/20/2022,8/21/2023,Standard,799
8372,8/2/2023,,Basic,499
8373,2/23/2021,,Premium,1199
8374,3/10/2023,,Standard,799
8375,7/5/2021,,Premium,1199
8376,4/7/2021,,Basic,499
8377,9/18/2023,,Standard,799
8378,1/11/2021,7/16/2022,Basic,499
8379,8/6/2021,,Premium,1199
8380,11/12/2022,,Basic,499
8381,5/9/2022,,Premium,1199
8382,8/9/2023,2/11/2024,Premium,1199
8383,6/19/2021,,Basic,499
8384,1/23/2021,,Standard,799
8385,2/20/2021,1/6/2023,Basic,499
8386,9/2/2022,,Standard,799
8387,11/6/2021,,Standard,799
8388,5/13/2023,,Basic,499
8389,2/3/2023,,Basic,499
8390,3/16/2021,,Standard,799
8391,6/8/2023,,Standard,799
8392,1/12/2023,12/23/2024,Basic,499
8393,10/12/2022,,Standard,799
8394,7/26/2023,6/2/2025,Basic,499
8395,9/6/2021,,Standard,799
8396,10/26/2022,,Basic,499
8397,8/29/2023,,Premium,1199
8398,3/20/2022,,Premium,1199
8399,2/10/2022,,Basic,499
8400,12/25/2022,,Basic,499
8401,6/4/2022,,Premium,1199
8402,7/22/2022,,Basic,499
8403,1/24/2023,12/17/2024,Standard,799
8404,7/20/2023,,Basic,499
8405,10/1/2022,,Premium,1199
8406,2/23/2023,,Basic,499
8407,6/23/2022,,Basic,499
8408,1/11/2022,,Basic,499
8409,12/18/2022,,Basic,499
8410,1/9/2022,,Basic,499
8411,7/12/2022,,Premium,1199
8412,7/1/2023,11/30/2024,Standard,799
8413,9/19/2023,,Basic,499
8414,6/10/2021,,Basic,499
8415,8/22/2021,6/26/2023,Basic,499
8416,11/17/2021,,Premium,1199
8417,9/20/2023,10/17/2024,Premium,1199
8418,2/4/2022,,Standard,799
8419,5/15/2023,,Standard,799
8420,9/27/2022,,Standard,799
8421,11/30/2022,10/24/2024,Basic,499
8422,12/14/2022,,Standard,799
8423,4/16/2023,,Standard,799
8424,12/9/2022,1/23/2024,Premium,1199
8425,2/17/2021,9/15/2022,Premium,1199
8426,7/29/2022,,Basic,499
8427,5/8/2022,4/11/2024,Standard,799
8428,11/27/2021,,Standard,799
8429,9/12/2022,,Premium,1199
8430,3/26/2023,,Basic,499
8431,5/6/2022,,Basic,499
8432,5/31/2021,,Standard,799
8433,3/30/2021,,Basic,499
8434,6/21/2022,,Standard,799
8435,1/19/2023,,Standard,799
8436,11/27/2021,,Premium,1199
8437,9/21/2023,,Basic,499
8438,3/7/2021,7/4/2022,Standard,799
8439,2/27/2023,,Basic,499
8440,1/29/2022,,Basic,499
8441,1/22/2022,,Standard,799
8442,4/3/2021,1/6/2022,Basic,499
8443,1/24/2023,,Premium,1199
8444,10/17/2021,,Premium,1199
8445,8/9/2022,,Basic,499
8446,3/9/2021,,Basic,499
8447,8/22/2021,,Basic,499
8448,9/12/2022,3/21/2023,Basic,499
8449,3/8/2023,,Standard,799
8450,6/7/2022,,Standard,799
8451,3/26/2021,,Basic,499
8452,9/12/2021,,Basic,499
8453,2/15/2023,,Basic,499
8454,11/9/2022,,Basic,499
8455,8/13/2023,12/11/2024,Standard,799
8456,6/18/2021,,Basic,499
8457,10/24/2022,,Basic,499
8458,9/18/2023,,Basic,499
8459,11/16/2022,,Standard,799
8460,6/19/2022,,Standard,799
8461,2/21/2023,,Standard,799
8462,1/30/2022,3/14/2023,Premium,1199
8463,4/21/2022,,Basic,499
8464,1/28/2023,,Basic,499
8465,5/25/2022,3/10/2024,Standard,799
8466,1/9/2021,,Premium,1199
8467,8/6/2023,,Standard,799
8468,5/30/2021,,Premium,1199
8469,5/30/2022,,Standard,799
8470,9/16/2022,1/3/2024,Basic,499
8471,6/16/2023,,Standard,799
8472,6/28/2021,6/10/2022,Basic,499
8473,9/25/2022,1/13/2024,Basic,499
8474,11/8/2021,,Premium,1199
8475,9/26/2023,,Standard,799
8476,11/5/2021,3/12/2023,Basic,499
8477,1/9/2023,,Basic,499
8478,10/29/2022,,Standard,799
8479,4/17/2023,,Standard,799
8480,4/12/2022,,Basic,499
8481,7/7/2022,,Basic,499
8482,8/15/2022,,Standard,799
8483,6/12/2022,,Basic,499
8484,9/28/2022,,Premium,1199
8485,3/24/2021,1/17/2022,Basic,499
8486,8/4/2021,7/14/2023,Basic,499
8487,12/13/2022,,Basic,499
8488,6/29/2022,,Basic,499
8489,2/24/2023,,Premium,1199
8490,3/16/2023,,Standard,799
8491,1/27/2023,7/15/2024,Standard,799
8492,5/26/2023,1/6/2024,Basic,499
8493,3/25/2022,8/9/2023,Basic,499
8494,3/6/2022,,Premium,1199
8495,9/10/2022,,Basic,499
8496,6/21/2021,,Basic,499
8497,7/21/2023,,Premium,1199
8498,7/20/2023,,Standard,799
8499,3/1/2021,,Basic,499
8500,9/13/2021,,Premium,1199
8501,7/17/2021,,Basic,499
8502,5/4/2022,,Premium,1199
8503,11/1/2021,8/3/2023,Standard,799
8504,9/8/2023,,Premium,1199
8505,5/22/2021,,Standard,799
8506,1/23/2021,10/2/2022,Premium,1199
8507,1/27/2023,9/26/2023,Standard,799
8508,1/14/2023,,Basic,499
8509,8/24/2022,,Basic,499
8510,7/2/2022,,Premium,1199
8511,3/16/2023,,Standard,799
8512,7/18/2023,2/4/2024,Standard,799
8513,4/9/2023,,Premium,1199
8514,1/19/2022,,Standard,799
8515,6/19/2021,5/28/2023,Basic,499
8516,4/22/2021,,Basic,499
8517,11/4/2022,,Basic,499
8518,3/22/2022,10/12/2022,Standard,799
8519,5/16/2023,9/15/2024,Basic,499
8520,9/16/2022,,Standard,799
8521,1/1/2023,,Premium,1199
8522,2/13/2021,11/9/2022,Basic,499
8523,9/26/2021,,Standard,799
8524,10/9/2021,,Basic,499
8525,8/8/2023,,Basic,499
8526,11/8/2021,9/8/2022,Premium,1199
8527,6/21/2021,,Premium,1199
8528,7/17/2021,,Premium,1199
8529,6/26/2021,9/29/2022,Standard,799
8530,3/18/2023,,Standard,799
8531,9/10/2023,,Basic,499
8532,1/3/2023,1/15/2024,Basic,499
8533,1/24/2022,,Basic,499
8534,5/23/2021,11/23/2022,Basic,499
8535,2/16/2022,,Standard,799
8536,8/9/2023,,Basic,499
8537,9/1/2022,,Basic,499
8538,9/30/2022,,Premium,1199
8539,6/20/2021,3/9/2023,Standard,799
8540,5/31/2021,,Basic,499
8541,4/2/2021,,Standard,799
8542,9/17/2021,,Basic,499
8543,2/5/2021,8/28/2022,Premium,1199
8544,7/16/2022,,Standard,799
8545,11/28/2021,,Basic,499
8546,9/13/2022,,Premium,1199
8547,7/2/2021,,Standard,799
8548,7/20/2021,,Standard,799
8549,6/4/2023,,Basic,499
8550,3/28/2021,,Premium,1199
8551,6/21/2021,,Basic,499
8552,7/13/2021,2/26/2023,Premium,1199
8553,7/7/2023,,Basic,499
8554,6/20/2021,,Standard,799
8555,1/18/2021,11/25/2022,Standard,799
8556,8/15/2021,,Basic,499
8557,8/1/2022,,Basic,499
8558,1/20/2022,,Standard,799
8559,9/29/2022,5/17/2023,Basic,499
8560,3/2/2022,,Standard,799
8561,4/17/2022,,Basic,499
8562,8/3/2022,11/6/2023,Premium,1199
8563,8/11/2023,,Premium,1199
8564,5/21/2021,11/10/2022,Standard,799
8565,9/14/2021,,Premium,1199
8566,8/30/2022,,Standard,799
8567,5/3/2021,,Standard,799
8568,8/4/2023,,Basic,499
8569,9/13/2023,,Basic,499
8570,10/27/2022,7/7/2024,Basic,499
8571,8/22/2022,,Premium,1199
8572,8/26/2023,,Basic,499
8573,6/3/2023,5/20/2024,Premium,1199
8574,4/15/2022,6/4/2023,Standard,799
8575,9/19/2021,,Basic,499
8576,4/25/2021,,Standard,799
8577,9/2/2023,2/11/2025,Standard,799
8578,8/8/2023,,Basic,499
8579,9/4/2022,3/16/2024,Basic,499
8580,1/26/2023,7/9/2024,Basic,499
8581,7/30/2023,,Premium,1199
8582,5/20/2021,,Basic,499
8583,8/28/2023,,Standard,799
8584,10/12/2021,,Standard,799
8585,9/8/2023,,Basic,499
8586,9/13/2023,7/8/2024,Basic,499
8587,2/20/2022,9/3/2023,Standard,799
8588,2/21/2023,,Basic,499
8589,2/23/2022,,Premium,1199
8590,7/12/2022,,Basic,499
8591,7/2/2022,,Premium,1199
8592,6/28/2023,,Standard,799
8593,1/7/2023,,Basic,499
8594,4/10/2022,,Standard,799
8595,2/25/2022,10/24/2022,Standard,799
8596,3/1/2023,,Standard,799
8597,11/5/2022,,Basic,499
8598,8/8/2022,,Standard,799
8599,5/5/2023,2/10/2025,Premium,1199
8600,2/23/2023,2/21/2024,Standard,799
8601,7/31/2021,2/24/2022,Premium,1199
8602,9/10/2021,,Standard,799
8603,12/8/2022,6/19/2023,Standard,799
8604,8/17/2022,,Premium,1199
8605,4/15/2022,,Basic,499
8606,1/26/2022,,Basic,499
8607,1/18/2023,8/15/2024,Standard,799
8608,6/22/2023,,Premium,1199
8609,4/6/2022,9/11/2023,Premium,1199
8610,6/13/2023,3/9/2025,Basic,499
8611,3/6/2021,2/24/2023,Standard,799
8612,8/10/2023,,Basic,499
8613,7/24/2023,3/4/2025,Basic,499
8614,8/11/2021,6/15/2023,Standard,799
8615,1/6/2021,,Basic,499
8616,6/5/2023,,Standard,799
8617,3/19/2023,,Basic,499
8618,5/1/2022,,Basic,499
8619,9/7/2021,7/8/2022,Standard,799
8620,2/11/2021,,Premium,1199
8621,8/31/2023,,Basic,499
8622,2/8/2021,,Basic,499
8623,8/30/2021,,Standard,799
8624,7/16/2021,,Standard,799
8625,7/31/2023,4/22/2025,Standard,799
8626,12/8/2022,,Standard,799
8627,12/5/2022,8/8/2024,Basic,499
8628,3/3/2021,2/5/2022,Standard,799
8629,1/18/2023,,Premium,1199
8630,2/15/2022,,Premium,1199
8631,1/31/2022,10/30/2022,Basic,499
8632,5/5/2021,,Basic,499
8633,10/15/2022,,Standard,799
8634,7/19/2023,4/8/2024,Standard,799
8635,3/2/2022,,Basic,499
8636,6/16/2021,5/26/2022,Standard,799
8637,11/12/2021,,Standard,799
8638,1/13/2021,,Standard,799
8639,8/5/2021,7/4/2023,Standard,799
8640,7/21/2023,,Standard,799
8641,7/28/2023,5/24/2024,Standard,799
8642,11/22/2021,,Basic,499
8643,12/24/2022,,Basic,499
8644,1/13/2022,,Basic,499
8645,4/26/2021,,Basic,499
8646,9/17/2021,,Standard,799
8647,5/5/2023,10/15/2024,Standard,799
8648,6/21/2021,10/29/2022,Basic,499
8649,2/26/2022,10/16/2022,Basic,499
8650,5/13/2023,,Premium,1199
8651,12/22/2022,,Basic,499
8652,6/7/2023,,Basic,499
8653,4/21/2021,,Premium,1199
8654,10/29/2021,,Standard,799
8655,5/22/2022,,Basic,499
8656,2/3/2023,,Basic,499
8657,2/9/2022,,Basic,499
8658,8/5/2021,,Premium,1199
8659,10/31/2021,,Basic,499
8660,12/5/2022,6/30/2023,Basic,499
8661,10/11/2022,,Basic,499
8662,4/19/2021,,Premium,1199
8663,3/31/2023,12/13/2023,Basic,499
8664,12/23/2022,10/28/2024,Premium,1199
8665,3/14/2023,,Standard,799
8666,1/26/2021,6/23/2022,Basic,499
8667,1/16/2023,1/12/2024,Premium,1199
8668,2/28/2022,,Premium,1199
8669,10/6/2021,,Standard,799
8670,3/27/2021,2/5/2023,Standard,799
8671,6/18/2022,,Standard,799
8672,2/15/2022,,Standard,799
8673,2/18/2022,,Premium,1199
8674,5/26/2023,,Standard,799
8675,12/30/2022,,Standard,799
8676,6/20/2023,,Basic,499
8677,3/22/2023,10/15/2024,Standard,799
8678,1/8/2023,12/1/2023,Basic,499
8679,12/5/2021,1/4/2023,Basic,499
8680,9/6/2021,,Standard,799
8681,6/8/2021,,Basic,499
8682,11/28/2021,,Standard,799
8683,4/28/2023,,Premium,1199
8684,8/18/2021,4/15/2023,Basic,499
8685,3/28/2023,,Standard,799
8686,3/28/2023,,Basic,499
8687,2/21/2021,,Standard,799
8688,12/10/2022,,Standard,799
8689,5/15/2022,2/7/2024,Standard,799
8690,10/14/2021,,Standard,799
8691,6/6/2021,,Basic,499
8692,8/18/2022,,Standard,799
8693,9/6/2023,,Basic,499
8694,1/17/2023,,Premium,1199
8695,1/4/2021,,Basic,499
8696,3/21/2023,1/6/2024,Standard,799
8697,12/23/2022,,Standard,799
8698,7/26/2023,,Premium,1199
8699,6/5/2023,,Premium,1199
8700,6/23/2021,,Standard,799
8701,4/2/2021,,Standard,799
8702,4/4/2023,,Basic,499
8703,12/2/2022,,Premium,1199
8704,7/8/2023,,Premium,1199
8705,4/15/2021,,Basic,499
8706,2/3/2021,11/5/2022,Basic,499
8707,7/23/2022,,Standard,799
8708,9/8/2023,,Standard,799
8709,5/11/2021,,Standard,799
8710,3/16/2022,,Standard,799
8711,1/20/2021,4/18/2022,Premium,1199
8712,11/27/2022,,Premium,1199
8713,3/29/2023,3/26/2025,Basic,499
8714,7/27/2023,,Standard,799
8715,10/4/2021,,Standard,799
8716,9/16/2021,,Premium,1199
8717,10/6/2021,,Standard,799
8718,12/28/2021,4/10/2023,Basic,499
8719,4/9/2022,12/2/2022,Standard,799
8720,6/4/2021,,Standard,799
8721,4/15/2022,,Standard,799
8722,11/10/2021,,Standard,799
8723,11/26/2022,,Basic,499
8724,1/10/2021,,Standard,799
8725,10/10/2021,,Basic,499
8726,7/20/2022,3/25/2024,Standard,799
8727,8/20/2023,7/13/2025,Standard,799
8728,12/2/2021,,Standard,799
8729,5/22/2021,,Standard,799
8730,1/17/2021,8/7/2021,Basic,499
8731,5/5/2021,10/21/2022,Standard,799
8732,9/3/2021,,Standard,799
8733,12/9/2021,,Premium,1199
8734,9/5/2021,7/13/2022,Standard,799
8735,11/2/2022,,Standard,799
8736,8/13/2021,,Basic,499
8737,11/20/2021,,Premium,1199
8738,7/14/2023,,Standard,799
8739,1/9/2023,,Basic,499
8740,3/17/2023,6/13/2024,Standard,799
8741,11/19/2022,,Standard,799
8742,7/1/2023,,Basic,499
8743,9/13/2023,,Basic,499
8744,2/21/2022,,Basic,499
8745,6/23/2021,,Basic,499
8746,6/29/2023,,Standard,799
8747,2/27/2023,,Standard,799
8748,10/15/2022,,Basic,499
8749,3/23/2021,,Basic,499
8750,6/5/2021,,Standard,799
8751,9/19/2021,,Basic,499
8752,3/20/2023,,Premium,1199
8753,8/15/2021,,Standard,799
8754,9/14/2022,,Basic,499
8755,2/7/2023,9/19/2024,Standard,799
8756,11/18/2021,,Standard,799
8757,7/25/2022,,Standard,799
8758,9/6/2022,,Basic,499
8759,4/7/2022,,Standard,799
8760,7/1/2022,,Standard,799
8761,1/2/2021,,Standard,799
8762,5/22/2021,11/29/2022,Basic,499
8763,8/25/2022,3/24/2024,Basic,499
8764,2/20/2023,,Basic,499
8765,8/7/2022,,Standard,799
8766,2/4/2022,9/4/2022,Basic,499
8767,11/27/2021,,Standard,799
8768,6/1/2021,,Basic,499
8769,11/3/2021,,Premium,1199
8770,5/11/2021,7/3/2022,Basic,499
8771,9/10/2023,4/17/2025,Basic,499
8772,8/1/2023,,Basic,499
8773,8/20/2023,11/30/2024,Premium,1199
8774,1/30/2022,10/13/2023,Standard,799
8775,10/5/2021,,Basic,499
8776,4/2/2021,,Premium,1199
8777,9/16/2022,,Standard,799
8778,1/4/2021,,Premium,1199
8779,3/10/2023,,Basic,499
8780,8/31/2021,,Basic,499
8781,4/7/2023,,Standard,799
8782,6/17/2022,,Basic,499
8783,1/16/2022,,Standard,799
8784,1/6/2021,,Basic,499
8785,2/9/2021,8/28/2021,Basic,499
8786,4/19/2021,,Standard,799
8787,4/18/2022,11/29/2022,Standard,799
8788,5/10/2022,3/2/2024,Basic,499
8789,1/20/2021,,Basic,499
8790,7/22/2022,,Basic,499
8791,1/18/2022,,Basic,499
8792,9/22/2023,,Basic,499
8793,8/30/2021,4/7/2023,Basic,499
8794,9/16/2022,,Basic,499
8795,12/31/2021,,Premium,1199
8796,2/13/2023,,Premium,1199
8797,12/6/2022,6/5/2023,Basic,499
8798,2/27/2021,2/8/2022,Standard,799
8799,1/30/2022,,Standard,799
8800,12/20/2021,,Basic,499
8801,1/29/2023,,Premium,1199
8802,8/9/2023,,Basic,499
8803,5/30/2022,,Standard,799
8804,2/21/2022,,Basic,499
8805,7/2/2021,,Basic,499
8806,6/28/2022,5/15/2023,Premium,1199
8807,7/28/2023,,Basic,499
8808,3/14/2023,1/20/2024,Basic,499
8809,10/20/2022,,Standard,799
8810,4/14/2022,,Basic,499
8811,2/28/2022,,Standard,799
8812,8/29/2022,,Standard,799
8813,8/29/2023,12/30/2024,Premium,1199
8814,1/20/2021,,Basic,499
8815,8/19/2022,,Basic,499
8816,6/12/2022,,Basic,499
8817,2/28/2021,,Basic,499
8818,6/27/2021,,Standard,799
8819,11/10/2022,,Premium,1199
8820,2/24/2022,,Standard,799
8821,3/22/2021,,Standard,799
8822,2/10/2023,,Basic,499
8823,2/2/2023,8/8/2024,Standard,799
8824,6/23/2023,,Premium,1199
8825,2/8/2021,,Standard,799
8826,4/3/2023,,Basic,499
8827,5/13/2023,,Basic,499
8828,8/22/2021,,Standard,799
8829,12/14/2021,,Basic,499
8830,7/11/2023,2/28/2025,Premium,1199
8831,7/27/2021,,Basic,499
8832,6/26/2022,4/30/2024,Standard,799
8833,8/20/2022,,Basic,499
8834,1/10/2021,,Basic,499
8835,10/2/2021,6/22/2023,Basic,499
8836,2/9/2021,,Standard,799
8837,6/2/2023,,Basic,499
8838,7/22/2022,2/25/2023,Standard,799
8839,1/26/2021,,Standard,799
8840,9/19/2022,,Premium,1199
8841,12/23/2021,,Standard,799
8842,6/17/2023,,Basic,499
8843,1/6/2023,,Basic,499
8844,4/2/2023,,Standard,799
8845,7/14/2023,,Standard,799
8846,9/27/2022,4/8/2023,Standard,799
8847,12/20/2022,,Premium,1199
8848,2/24/2021,8/17/2022,Basic,499
8849,11/16/2022,,Standard,799
8850,10/15/2021,4/11/2023,Premium,1199
8851,6/18/2022,,Basic,499
8852,6/9/2023,,Basic,499
8853,2/27/2021,,Standard,799
